title,type,text
"Himanta Biswa Sarma is BJP’s man in Northeast, again",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST The man with the gloating rights today for solidly establishing the BJP in Northeast politics is party strategist Himanta Biswa Sarma. A former Congress man, Sarma has already delivered Assam, Manipur and Arunachal Pradesh to the party’s kitty, and continues to work towards what he calls ""mainstreaming the northeast region"" in the country’s politics.   He told a news channel before counting on Saturday, “If we win Tripura and regain Nagaland, have a government in Meghalaya, our expansion in Northeast is complete.” The only other state Mizoram, is ruled by the Congress and goes to polls later this year. Results for the three states now show that the BJP has won Tripura – ending Left Front chief minister Manik Sarkar’s two-decade rule – won Nagaland with partner NDPP and can swing a coalition in Meghalaya where the ruling Congress doesn’t look it will get a majority. He said: “In Meghalaya, we have to talk among parties and install non-Congress government."" Sarma joined the BJP in 2015, and swung a massive victory in Assam for the party. In 2017, he effected a BJP government in Manipur, thought the BJP did not win a majority in the state. In Arunachal Pradesh, he broke the Congress, spirited away 40 rebel MLAs to form a party at the Assembly that is supported by the BJP. Sarma told , “I am in the BJP for this. The enormous attention Prime Minister Narendra Modi and (BJP president) Amit Shah are paying the Northeast is extraordinary,"" he said. “In my entire political life, I have never seen a national political party pay so much attention to the northeast. It is about winning the hearts of the people of the northeast. People are very happy about this.”"
,,
Modi needs to change the hawkish doctrine,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST States have an image of themselves that inspires their policies in the global order. A basic principle that governs their foreign policy emerges. For centuries, Britain adhered to the principle of balance of power in Europe. It required the country to ensure that no power emerged to pose a threat to Britain’s security. The United States announced its Monroe Doctrine to keep European powers out of Latin America, which ensured US hegemony in that region. Russia and later the Soviet Union were anxious about external influences in the Eastern European countries. Similarly, India developed a doctrine by 1946 because the Congress spokesman on foreign affairs, Jawaharlal Nehru, had set notions about the country’s role in Asia, especially in South Asia, and in the world at large. On independence he became India’s Prime Minister as well as its foreign minister. He sought for India a clear ascendancy over its neighbours and aspired for it a role in world affairs — eventually the status of a great power. To this day, neither he nor any of his successors realised that that aspiration itself required stable, friendly relationships with its neighbours. The BJP’s first Prime Minister, Atal Behari Vajpayee, was no chauvinist. But the present BJP government headed by Mr Narendra Modi is very much so. He and his national security adviser (NSA), Ajit Doval, are determined to wipe out the Nehruvian approach in all fields. Modi, an RSS activist, had no grounding in foreign affairs. This did not deter him from declaring that China is expansionist some years ago. His speeches on Pakistan as chief minister of Gujarat were laced with communal jibes (“Mian Musharraf”). He had to perforce rely on an “expert” who shared his worldview. He had not far to look to find one. It was a former director of the Intelligence Bureau (IB) Ajit Doval. In article after article in the press he revealed himself as a card-carrying hawk. A former head of RAW, A.S. Dulat, called him “the hawkish Ajit Doval”.  Modi appointed him as NSA almost immediately after he became Prime Minister in May 2014. Upon assuming office, Doval began systematically imposing his footprints on the course India has since followed in its external relations. This is particularly true in India’s relations with Pakistan. The articles he wrote in the decade between his retirement as director IB in 2005 and assumption of office as NSA in 2014 reveal his mindset.  Doval’s communal outlook is reflected in his description of Kashmiri Pandits as its “civilisational inheritors”. During a lecture in Hyderabad in 2010, Doval called Pakistan a “failing and degraded state”. From this followed prescriptions, which he announced in speech after speech. In February 2014, at the Shastra University, he asked: “So, how to tackle Pakistan?” He urged India to shed its “defensive mode” because “Pakistan’s vulnerabilities are many times higher than us [sic]. Once they know that India has shifted its gear from defensive mode to defensive-offence, they will find that it is unaffordable for them. You may do one Mumbai, you may lose Balochistan.” The emphasis was Eisenhower’s secretary of state John Foster Dulles’ policy of “massive retaliation”. Doval explained, “Similar disproportionate responses should be given at the Line of Control for firing and make them feel the pain; set red lines for talks, which when crossed would be grounds for calling off talks, and stick with it.” This explains why the talks were repeatedly called off, “the surgical strike” along the LoC and the present impasse in the dialogue between India and Pakistan. Modi follows the Doval line. In his speech at the Red Fort on August 15 2016, he spoke of Balochistan, Gilgit-Baltistan and Azad Kashmir. This policy has failed."
,,
"Believe Congress was firm's client, says Cambridge Analytica whistleblower",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Christopher Wylie, former Cambridge Analytica employee and the whistleblower behind the Facebook privacy scandal, told British that his company worked extensively in India and he believed the Congress was the company’s client at the regional level. ""I believe their client was Congress but I know that they have done all kinds of project. I don't remember a national project but I know regionally. India's so big that one state can be as big as Britain,"" Wylie was seen saying while deposing before the House of Commons Digital, Culture, Media and Sport Committee in London.  He also said that Cambridge Analytica has offices in India and employed staff. Soon after the testimony details came out, the ruling BJP sought apology from Congress president Rahul Gandhi. “Today the whistleblower Christopher Wylie has confirmed that Cambridge Analytica worked with Congress. This has exposed Rahul Gandhi who was denying all along. Congress and Rahul Gandhi must now apologize,” Union Minister Ravi Shankar Prasad said. Christopher Wylie came into the limelight last week after he alleged that information from more than 50 million Facebook users improperly ended up in the hands of data analytics firm Cambridge Analytica. He further alleged that the data was used to help politicians, including US President Donald Trump during 2016 presidential polls and the Brexit campaign. Last week, BJP questioned links between the Congress and the data analysis firm. The Congress denied any links with the disgraced firm and said that BJP and JD(U) used its services in 2010."
,,
BJP survey: Congress leads in 100 seats in Karnataka,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST With less than six weeks to go before Karnataka goes to the polls, and the BJP's internal surveys clearly indicating that the Congress party in the state has the edge in over a 100 constituencies in the 224 seat Assembly, the BJP's spin doctors are strongly leaning towards an aggressive campaign that steps up the Hindutva quotient in the communally sensitive coastal districts while simultaneously pushing  'Brand Modi.' Ground reports reaching the national headquarters here indicate that the party's move to project the ""tainted"" B.S. Yeddyurappa as their chief ministerial candidate has ""not gone down well"" with the electorate, and rather than having the former chief minister as the face of the BJP campaign, the party will organise more rallies by Prime Minister Narendra Modi.  With the Congress playing its own Hindutva card which has seen the party chief, Mr Rahul Gandhi, continuing with his temple run on his visit to the state on Saturday, offering prayers at the iconic Chamundi Hills shrine in Mysuru, following on from Congress Chief Minister Siddaramaiah's move to break the BJP's hold over its Lingayat community votebank, the BJP is rushing party president Amit Shah to reach out to the religious leaders who head the Lingayat 'mathas' or religious institutions, and influence the vote. Ahead of the state assembly elections, CM Siddarmaiah had last Monday accepted the recommendations of the Nagamohan Das committee to award  separate religion status for the Lingayats community. Together with the survey that shows the Congress is ""marginally ahead,"" in roughly half the seats, the move has rattled the BJP. In Karnataka,  Lingayats are estimated to be around 17 percent of the population, and Vokkaligas about 14 per cent. The upper caste communities traditionally vote for the BJP and the Janata Dal (S) respectively. Siddaramaiah's own Kuruba community which comprises nine percent of the state's population is part of the Congress' vote bank as are the Muslims, who constitute 11 percent of the state's population alongside Dalits and OBCs. The BJP, which is apparently aware that Karnataka could be its only hope in the South, following its lack of presence in Andhra Pradesh, Telangana, Kerala and Tamil Nadu, has decided to go all out to win Karnataka, and plans to unleash the Modi-Shah juggernaut in the state closer to the poll announcement dates. The Hindutva face of the BJP in the coastal districts and MP, Mr Ananth Kumar Hegde, is already mobilising the masses in his Uttara Kannada constituency, part of the communally sensitive coastal belt of Karnataka. ""We need to push the Hindutva factor to cut through the caste equation,"" a senior BJP functionary said."
,,
Defeat before a ‘cash-rich BJP’,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Senior Congress leaders like Oommen Chandy, K. V. Thomas, K. C. Joseph and Laly Vincent who had campaigned extensively for the Congress in Meghalaya feel their party did put up a formidable fight but was no match for the “money power” unleashed by the BJP. When Mr Joseph accompanied Mr Chandy during the first round, the local leaders told them that BJP would not win more than four seats. “It’s unbelievable that Union culture ministry was flooding the state with money under the guise of church renovation as 40 percent of the population are Catholics and the rest Baptists,” the Irikkur legislator told DC. “Majority of the churches refused their help. As of now, Congress does have a chance of forming the government with the support of independents. Things are not going to be easy in Kerala too with the way the BJP is hurling money.”  Mr Thomas who has close ties with the Catholic church knew several priests including the bishops personally. He feels that the Congress should take a leaf out of the book of the BJP planning much in advance.  Kerala leaders who campaigned also included Anto Antony MP and Joseph Vazhakkan. They were there for less than a week to 10 days which was not adequate. “It's high time the Congress got rid of groups in the state and took the initiative to strengthen the booth committees and should have a party worker for ten voters in each”, said the Ernakulam lawmaker. But Mr Chandy feels there is nothing to be panic in the way in which the saffron party now stands to control 21 of the 29 states.  “People of Kerala should be vigilant against the threats the BJP pose. We have to somehow jump the hurdle of BJP’s money power through determination and collective work,” he told DC. Ms Vincent who was there for close to two weeks has got a few points to strengthen the Congress party in Kerala. “CPI should be brought to UDF. At the same time, KC (M) chairman K. M. Mani should also be brought to the front. Otherwise, it is going to be tough to tackle the cash-rich BJP in the next Lok Sabha elections,” the KPCC vice-president said."
,,
"TRS, Congress to woo Telugu Desam for tie-up",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST The Telugu Desam has become the most sought-after alliance partner in Telangana for the 2019 elections after it snapped ties with the BJP. Both the ruling TRS and the main opposition party, the Congress, are keen to have a pre-poll tie-up with the TD. These parties feel that the TD still enjoys up to seven per cent of the traditional vote bank in Telangana State and this will play a decisive role on who will capture the power in the state in 2019.  While the Congress is learnt to be ready to offer a Lok Sabha seat and 15 Assembly seats to the TD in 2019, the TRS is reportedly in favour of offering  a Lok Sabha and 12 Assembly seats. Even after bifurcation of state and the TD being projected as a “Andhra party” during the 2014 elections, it won one Lok Sabha and 15 Assembly seats in TS in alliance with the BJP. However, the TD’s lone Lok Sabha member from Malkajgiri Ch. Malla Reddy and 12 MLAs defe-cted to the TRS, while TD MLA Revanth Reddy defected to the Congress. With the defection, the Telugu Desam is now left with only two MLAs, Sandra Venkata Veeraiah (Sathupally) and R. Krishnaiah (LB Nagar). The TD’s alliance partner BJP won one Lok Sabha seat from Secunde-rabad (Bandaru Dattat-reya) and five MLA seats, all from GHMC limits (Amberpet, Musheera-bad, Uppal, Khairatabad and Goshamal). With the TD moving away from the BJP in protest against the NDA government’s refusal to accord special category status to AP recently, the impact is being felt on Telangana too. TD national president and AP Chief Minister N. Chandrababu Naidu has kept the alliance options in Telangana ‘open’ and during the meeting held with Telangana TD leaders in Hyderabad last month. In fact, T-TD leader Mothkupalli Narsimhulu has already proposed either the merge T-TD in the TRS or striking a pre-poll alliance, which created flutter in party circles. MLA A.Revanth Reddy has been pitching for Congress-TDP alliance. Congress sources said, “The proposal of Congress-TD alliance has already been discussed with Congress president Rahul Gandhi. It is under his active consideration.”"
,,
"Knee-jerk reaction: Hit back by BJP on data breach, Cong pulls down app, site",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Hours after being accused by the ruling BJP of sharing user data, Congress on Monday took down both its App and the party membership website. The Congress app is no longer available on Google Playstore. Those clicking on to its membership site are greeted by with the message reading: ""We are incorporating minor changes to the website. Please visit us again in a while to access the INC Membership process.""  In-charge of BJP's national Information and Technology, Amit Malviya was among the first to react to the Congress pulling down its App. Rahul Gandhi gave a call to , but Congress deleted its own App from the App store after they were called out. What is the Congress party hiding? Malviya further added, ""All of you who complained about the surge in anti-BJP and anti-government messages and fake news in recent days on social media, now know who was behind it - an insidious Cambridge Analytica hired by a desperate Congress!"" In earlier tweets on Monday, the BJP IT head had raised ""privacy and consent conflicts"" in the Congress party's own App. Hi! My name is Rahul Gandhi. I am the President of India’s oldest political party. When you sign up for our official App, I give all your data to my friends in Singapore. The Congress has been targeting the BJP over the Narendra Modi app of the Prime Minister amid reports that it sent user data to a US-based company without consent. The allegation surfaced alongside a massive scandal over the alleged misuse of personal data of Facebook users by the disgraced research group Cambridge Analytica to help political parties. On Monday morning too, Congress President Rahul Gandhi continued his attacks on Prime Minister Narendra Modi and the BJP with another Tweet, posted with the hashtag #DeleteNaMoApp. Modi’s NaMo App secretly records audio, video, contacts of your friends & family and even tracks your location via GPS.  He’s the Big Boss who likes to spy on Indians.  Now he wants data on our children. 13 lakh NCC cadets are being forced to download the APP. The Congress President further accused Narendra Modi of misusing the Prime Ministerial post to build personal database with intel on millions of Indians via the NaMo App promoted by the government. Modi misusing PM position to build personal database with data on millions of Indians via the NaMo App promoted by Govt.  If as PM he wants to use tech to communicate with India, no problem. But use the official PMO APP for it.  This data belongs to India, not Modi. "
,,
"Tripura’s win is people’s answer to fear, lies, confusion spread against BJP: Modi",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Prime Minister Narendra Modi on Saturday called the BJP's impressive performance in Tripura Assembly polls people's answer to ""fear, lies and confusion"" being spread against his government, and targeted the Congress, saying it was never so diminished as a party as it is now. Addressing party workers at the BJP's newly constructed headquarters following the announcement of results of polls in Tripura, Nagaland and Meghalaya, the Prime Minister also took an apparent dig at Congress president Rahul Gandhi, saying some people grow in designation but shrink in stature. In contrast, he said, BJP chief Amit Shah rose by leading the party to victories in many states.  In remarks laced with sarcasm, Narendra Modi said he had recently told Puducherry Chief Minister V Narayanasamy that the Congress leader was lucky as he will soon become a ""specimen of a Congress chief minister"" as his party will be in power only in his state by June after losing Karnataka, which goes to the polls in April-May. Referring to Punjab Chief Minister Amarinder Singh, who heads the Congress government in the state, he said neither he nor they (Congress) consider each other their own. ""He is a 'swatantra fauji' (independent soldier),"" Narendra Modi said of Amarinder Singh. The Prime Minister said people of northeast had a sense of alienation but his government worked overtime to remove it. Central ministers have spent more nights in one of these states to deal with their problems in the last four years than they did all the years earlier, he said. ""Fear, lies and confusion were being spread,"" he said, an apparent reference to the opposition's criticism of his government over a host of issues, and now people have answered it through their votes. Prime Minister Narendra Modi took a brief pause when there was a call for prayers from a nearby mosque, and also paid respects along with the audience to deceased party workers, allegedly victims of political violence, by keeping silence for a while. He was felicitated by senior party functionaries, including members of the BJP parliamentary board, headed by Amit Shah."
,,
"West Bengal CM slams Amit Shah, blames CPI(M), Cong for BJP's win in Tripura",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Discounting BJP's massive success in the Assembly Elections in Tripura West Bengal Chief Minister Mamata Banerjee accused the BJP of winning the neighbouring state with the help of outsiders, money power and the central para-military forces. Hitting out at BJP President Amit Shah for his next targets of winning three more states — West Bengal, Odhisa and Karnataka the Trinamool Congress supremo wondered if the BJP would be able to continue at the Centre after the Lok Sabha Elections 2019.  Mamata Banerjee, who recently said she would be happy if the CPI(M) would win the Assembly Elections in Tripura, revealed that she gave an offer to Congress President Rahul Gandhi of an alliance and seat-sharing which was rejected. Blaming the Congress and the CPI(M) she observed that it was not the BJP's victory in Tripura. The CPI(M)'s arrogance and the Congress' failure were the results of the assembly polls, she noted adding that had the Congress not turned down her proposal for an alliance, the results may have been otherwise. Hinting at foul play she alleged that something unnatural has happened in the Tripura polls which has made its results a ‘mystery’. “I do not see any reason for the BJP to be emphatic over its victory in the Assembly polls in Tripura. The CPI(M) bagged 45 per cent of the total votes. It is no less. And the BJP got 50 per cent votes. What you are not saying is that in the North Eastern states power is grabbed with the help of source and force whoever stays in power at the Centre. I have only one objection which I spoke about in the Assembly recently,” she said at state secretariat Nabanna on Saturday evening. Mamata Banerjee alleged, “They (BJP) spent huge amount of money. Many incidents took place over EVMs. They brought outsiders to Tripura apart from misusing the central forces there. But I need to know why the CPI(M) did not protest. The CPI(M) totally surrendered itself to the BJP. Had they not surrendered, the results would not have been bad. There was a difference of only five cent votes. While the Congress suffered failures, the CPI(M) surrendered.” The Trinamool chief claimed, “If you ask about the Congress' failures, I would say that I bought a change in 1987 in Tripura. It is not that change did not take place ever there. It is wrong which is being circulated in the social network. After the change in 1987 in Tripura the atmosphere was set for another change in 1992 when Prime Minister Narsimha Rao imposed the President's Rule at the behest of the CPI(M). Had it not been so, the Congress would have come to power then again.” She added, “So there are instances in the history. Incumbency creeped in as the Left Front has been in the politics for a long time. Had the Congress given a tough fight, the difference bagging of four-five votes would not have been a big matter. In that case the BJP would have got only ten seats. Today I disclose that I made a request to the Congress. I personally told Rahul Gandhi: Look we are new in Tripura and we are yet to do anything there. I urged him to take part in the fight jointly Congress and Trinamul alongwith the hill-based parties.” The West Bengal chief minister reasoned, “But they did not do it. I even suggested them for a seat adjustment which covered 14 seats to be contested by us and 16 others to be contested by the hill-based parties while the Congress would contest in 30 seats. This would have led to the creation of a platform. Had the platform been created, the difference in vote percentage would not have happened. But the Congress did nothing. I do not know why the Congress supplied oxygen to the BJP.” She mentioned, “I am saying all these now because I gave it a thought and I pursued it also. I do not know at whose advice they did not accept my proposal. As a result the Congress vote percentage now stands at around two per cent. It is shame for them because they were the opposition party there.”"
,,
"Oppn parties have begun impeachment process against CJI, says NCP leader",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST NCP leader DP Tripathi on Tuesday said that opposition parties, including the Congress, have initiated the process to impeach Chief Justice of India Dipak Misra. ""A lot of opposition parties have signed the draft proposal for moving an impeachment motion against CJI Dipak Misra. Many parties like Congress Party, Nationalist Congress Party (NCP), Left parties and I think TMC have also signed it,"" said NCP General Secretary DP Tripathi.  The development follows West Bengal Chief Minister Mamata Banerjee's meeting with senior lawyer Prashant Bhushan earlier in the day to discuss a possible impeachment motion against the CJI. The impeachment motion is in relation to the CJI's handling of the matters raised by four Supreme Court judges in a press conference on January 11. Justices Jasti Chelameswar, Ranjan Gogoi, MB Lokur and Kurien Joseph had earlier this year said Misra was assigning important cases in an arbitrary manner to junior judges, ignoring these four senior judges."
,,
Siddaramaiah trying to divide Hindus with Lingayat card: Amit Shah,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST With Karnataka elections round the corner, BJP President Amit Shah once again attacked Karnataka Chief Minister and Congress leader Siddaramaiah for recommending special status to Lingayat community. The BJP President said, ""Rahul Gandhi says that Congress unites Hindus, Muslims, Sikhs, Christians. He should look at how Siddaramaiah is trying to divide even Hindus.""  ""'Lingayat card' played by Congress is not aimed at benefiting the community but to stop BS Yeddyurappa from becoming the chief minister. People of Karnataka will reject this through ballot,"" the BJP president said. Intensifying his attack on Siddaramaiah-led Congress government in Karnataka, Amit Shah said, ""The politics of appeasement in Karnataka is dangerous for the society."" Talking to the media in Bengaluru, Shah said that farmer suicides have increased in the states where Congress is in power while it has decreased in states governed by his party. The cases of farmers suicide reported in the states ruled by BJP were the results of ""depression and personal issues"", Shah said. ""There has been BJP govt in Gujarat, Madhya Pradesh and Chhattisgarh for the last 15 years and farmer suicide numbers in these states have been very low,"" Amit Shah said. The BJP President said that Karnataka government under BJP will also be farmer-friendly. Citing the case of Maharashtra, Amit Shah said the state's BJP government was a ""farmer friendly"" government. ""Farmer suicides have reduced after BJP came to power in the state,"" he said. ""I am certain that the sincerity that PM Narendra Modi has for the betterment of farmers cannot be matched by others. Some of the farmer-friendly schemes launched by PM Modi have been crucial for ensuring a better future for farmers,"" Shah said. Amit Shah exuded confidence that the BJP will form government in Karnataka with an absolute majority under the leadership of BS Yeddyurappa."
,,
Anna Privately Supported Forming A Political Party,ndtv, Sections 798 I have not commented on Anna Hazare since he parted with India Against Corruption (IAC) in 2012 over the decision to form a political party. I was present in the Constitution Club when it was to be decided if the movement will turn into a party. It was a divided house. © Copyright NDTV Convergence Limited 2018. All rights reserved.
,,
Andhra Let Down Not By Centre But Chandrababu Naidu,ndtv," Sections 337 Time hasn't healed the wound that the UPA-led bifurcation of united Andhra Pradesh left in Indian democracy. The promises contained in the Andhra Pradesh Reorganisation Act, and those left outside its purview, still pave the course for national politics. When the Bill was proposed, leaders from 18 national parties realised that the bifurcation would leave the successor Andhra Pradesh largely an agrarian state with dismal financial accounts. They appropriately demanded special measures to ensure that the state's development be at par with other states. On February 20, 2014, amidst chaotic sloganeering in the Rajya Sabha, then Prime Minister Manmohan Singh the country that the successor state of Andhra Pradesh will be granted Special Category Status for a period of five years. In the following month, the union cabinet the Planning Commission, then the pertinent body, to implement the assurance. Despite these facts, why have claims recently emerged that Andhra Pradesh cannot be accorded the Special Category Status? The reflexive response seems to be that the Fourteenth Finance Commission's recommendations disallow the government from according any state with Special Category status. This claim is hogwash and so easily disproved that it's ludicrous that newspapers have been parroting it without a factual disclaimer. Firstly, the Fourteenth Finance Commission made no such recommendation. It only proposed that no distinction be made between Special Category and other states for the purposes of the centre's devolution of taxes to States and revenue deficit grants; it did not recommend doing away with the Special Category Status itself. Several members of the Fourteenth Finance Commission to correct the disinformation, and have added that the other benefits that come with the Special Category Status, including greater assistance for central schemes and relaxed norms for externally-aided projects, still apply. In the words of M Govinda Rao, a member of the Fourteenth Finance Commission, the Commission had ""no business to make any recommendations on the [Special Category Status] issue."" Secondly, the Commission's report was placed before parliament almost a year after the aforementioned cabinet direction to the Planning Commission. The recommendations are not retrospective in nature; even if they contained such a recommendation, they would have no effect on Andhra Pradesh's legal right to the Special Category Status. Now, union ministers belonging to the Telegu Desam Party (TDP) have resigned over the issue at the behest of their party leader Chandrababu Naidu and the TDP has pulled out of NDA. In their press conference, the former ministers said circumstances necessitated the move as the Special Category Status has become a ""sentimental"" and ""emotional"" issue for the people of Andhra Pradesh. Could something be more disrespectful than reducing a people's struggle for their legal rights to a mere emotive display? The statements have only betrayed TDP's stunted understanding of democratic agitation, law and policy. The fact is that in 2015, Andhra Pradesh Chief Minister Chandrababu Naidu himself traded away the promised Special Category Status for a ""special package"", which, he has now realized, is wholly inadequate to compensate for Andhra Pradesh's woes. The complete u-turn in his stand, which is easily confirmed by consulting news reports from 2015 through 2017, might be shocking to some but is easily explained. By asking TDP members to exit the Modi Cabinet, Naidu now seeks to shift his odious record in development and governance - particularly the in the building of the new capital in Amaravati and the in the Polavaram irrigation project - to the central government. It should be amply clear that Andhra Pradesh is legally entitled to the Special Category Status. After the dissolution of the Planning Commission, the relevant responsibilities of allocating funds to states have fallen to the Finance Ministry. Since the government is a continuous body, the legal sanctity of the March 2014 cabinet decision still stands. Perhaps in the fight for the Special Category Status, the people of Andhra Pradesh, including me, have sent the wrong message to the public by using the word ""grant"" where we should have used the word ""implement"" instead. Clearly, the implementation of the Special Category Status for Andhra Pradesh just awaits political will. And as the nation will soon see, there is no lack of it in Andhra Pradesh. © Copyright NDTV Convergence Limited 2018. All rights reserved."
,,
Amit Shah Strikes At Heart Of Akhilesh-Mayawati Deal,ndtv," Sections 27 This round of elections to the Rajya Sabha has come as a big boon for the ruling BJP, as it is for the first time in history that the party has emerged as the single-largest group in the Upper House. On two earlier occasions when the Congress was in the opposition in 1977 and 1998, the party enjoyed the privilege of controlling the Rajya Sabha and being the largest in the house. This position has slipped away from the Congress this time with the party losing many seats and the BJP making big gains. The biggest gains for the BJP as expected are from Uttar Pradesh. The party not only got eight seats but it succeeded in snatching the additional ninth seat, stopping a gain for Mayawati with the Samajwadi Party's help. This became possible because of internal dissensions among the new partners who famously stopped the BJP in the recent by-elections to Lok Sabha from the state. The Rajya Sabha poll tie-up between the SP and the BSP was the second experiment in stopping the BJP on its tracks. The significance of this round of Rajya Sabha polls is that the NDA has emerged in a commanding position, though on its own it is still short by 40 seats for a majority in the 245-member house. The BJP has emerged as the largest single party and the NDA the largest bloc, but it is not yet near the majority. The Congress' strength has fallen to 52. The BJP has gained because of cross-voting in Uttar Pradesh from Mayawati's party. Actually it was expected that the last-minute defection by Naresh Agarwal would damage the SP, but the real loser is the BSP.  Mayawati had made it a condition that a Rajya Sabha seat for her party would cement the anti-BJP alliance in the state. She was to announce her next move after the Rajya Sabha poll. She may not have fathomed the defection from her own party. Clearly, the BJP had done its homework better. It goes to the credit of the meticulous strategy of BJP chief Amit Shah that not only did he ensure BJP victories in so many states but he managed to snatch at least three extra seats for the party (UP, Jharkhand and Karnataka). The gains the BJP and NDA have made in the Rajya Sabha are crucial for the ruling party's governance agenda. So far, the Opposition has enjoyed the veto in the Upper House. It was able to block many bills, pass resolutions criticizing the government, and the numerical advantage it enjoyed stopped many pet programmes of the Modi government. That is no longer the situation. With friendly parties in the opposition, now the NDA will be in a position to call the shots even in the Rajya Sabha. With 22 states under its rule, it is natural that the BJP was bound to gain number of seats. In the coming days, this trend is likely to strengthen the BJP and thin the opposition. The BSP leader Mayawati was so confident of winning one seat that she made all arrangements to ensure that her candidate got 37 first preference votes. She had asked the SP to give a list of ten loyal MLAs from the SP who were to vote for her candidate. She was assured of seven Congress votes and one from Ajit Singh's party.  The counting of votes in UP was disrupted because of allegations of cross-voting from both SP and BSP. The net gainer is the BJP. With cross-voting from her own party damaging BSP candidate's prospects, Mayawati cannot charge Akhilesh with betrayal. But it is a major setback for the SP-BSP joint effort which succeeded in stopping the BJP in the recent Lok Sabha bypoll from Gorakhpur and Phulpur in UP. The UP debacle will strain the deal between the SP and BSP at least temporarily. Including one bypoll, there were 59 Rajya Sabha seats involved in Friday's poll. Of this, 33 seats were declared unopposed and the rest 25 seats were declared after a contest. Normally, Rajya Sabha polls are not considered a barometer for political temperature as MLAs vote on predicted lines. Only cross-voting make headlines. This time, the importance lies in the BJP, which has an overwhelming majority in the Lok Sabha but was so far kept under check by the Congress, building its numerical superiority in the Rajya Sabha. The BJP has also demonstrated its manipulative skills when it comes to cornering its arch-rivals. Now the party can breathe easy in the Upper House too. © Copyright NDTV Convergence Limited 2018. All rights reserved."
,,
"BJP's Karnataka Hope BS Yeddyurappa Is 75; Party Says Age Bar ""Unofficial""",ndtv," Sections | Written by | 458 On Tuesday, as former Karnataka Chief Minister BS Yeddyurappa turned 75, Prime Minister Narendra Modi attended a rally in Karnataka in a symbolic boost to the state BJP chief's election campaign in the southern state. The BJP has also projected Mr Yeddyurappa as its chief ministerial candidate in Congress-ruled Karnataka. But there could be a catch -- the BJP is said to have a cut-off of 75 years for anyone who wants to contest elections, though party president Amit Shah has denied any such age limit. ""It is not a mandatory policy in the BJP constitution. It is only unofficial guidelines followed by the party. There have been exceptions in the past as well,"" BJP spokesperson S Prakash told NDTV. Senior BJP leaders said Mr Yeddyurappa was not 75 when he was chosen as the chief ministerial candidate and as someone who would lead the party in the Karnataka assembly election. Mr Yeddyurappa's party has said he also is the only sitting Member of Parliament who has been allowed to contest the Karnataka assembly election. If the party does come to power in Karnataka, he would, however, need to be a legislator to be the chief minister. The Congress has now taken hold of the issue to attack the BJP in a bid to create confusion in the rival party as part of its election offensive. Karnataka Congress working president Dinesh Gundu Rao said the BJP ""is just using him (Mr Yeddyurappa) because they have nobody else in Karnataka."" ""This is an internal matter of the BJP. But knowing our Prime Minister, the reason why he came yesterday (to Karnataka) was to say goodbye to Yeddyurappa... I think after the elections, whatever happens, this would be the final function Yeddyurappa is having,"" Mr Rao told NDTV. The Election Commission has said the dates for the Karnataka assembly election would be announced around April 15.  © Copyright NDTV Convergence Limited 2018. All rights reserved."
,,
